reading_id,city_id,recorded_at,temperature_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,weather_main,weather_description,validation_flag
201,1,2026-06-16 10:03:52+00:00,22.77,22.3,22.77,22.77,46.0,1020.0,3.66,143,23,10000,Clouds,few clouds,
202,2,2026-06-16 10:13:24+00:00,27.68,29.5,27.68,27.68,65.0,1019.0,8.47,189,100,10000,Clouds,overcast clouds,
203,3,2026-06-16 10:13:26+00:00,27.48,27.17,27.48,27.48,39.0,1016.0,4.47,166,100,10000,Clouds,overcast clouds,
204,4,2026-06-16 10:13:27+00:00,23.79,24.5,23.79,23.79,87.0,1020.0,3.57,188,100,8441,Rain,moderate rain,
205,1,2026-06-16 16:00:00+00:00,16.67,16.4,16.67,16.67,77.0,1021.0,2.75,110,90,10000,Clouds,overcast clouds,
206,2,2026-06-16 16:00:01+00:00,24.81,25.41,24.81,24.81,79.0,1019.0,5.47,178,65,10000,Rain,light rain,
207,3,2026-06-16 16:00:26+00:00,20.77,20.52,20.77,20.77,62.0,1016.0,2.02,175,74,10000,Clouds,broken clouds,
208,4,2026-06-16 16:00:28+00:00,22.63,23.3,22.63,22.63,90.0,1020.0,2.63,163,50,10000,Clouds,scattered clouds,
209,1,2026-06-16 19:46:03+00:00,15.02,14.8,15.02,15.02,85.0,1023.0,2.32,71,97,10000,Clouds,overcast clouds,
210,2,2026-06-16 19:49:04+00:00,24.25,24.9,24.25,24.25,83.0,1020.0,4.92,175,82,10000,Rain,light rain,
211,3,2026-06-16 19:49:06+00:00,17.53,17.32,17.53,17.53,76.0,1017.0,0.99,215,0,10000,Clear,clear sky,
212,4,2026-06-16 19:49:07+00:00,21.93,22.63,21.93,21.93,94.0,1021.0,2.51,151,63,10000,Clouds,broken clouds,
213,1,2026-06-16 22:15:02+00:00,13.89,13.74,13.89,13.89,92.0,1022.0,2.53,61,75,10000,Clouds,broken clouds,
214,2,2026-06-16 22:17:09+00:00,24.32,25.0,24.32,24.32,84.0,1019.0,5.12,178,88,10000,Clouds,overcast clouds,
215,3,2026-06-16 22:17:10+00:00,17.23,16.94,17.23,17.23,74.0,1017.0,0.94,227,7,10000,Clear,clear sky,
216,4,2026-06-16 22:17:12+00:00,21.75,22.46,21.75,21.75,95.0,1020.0,2.5,172,70,10000,Rain,light rain,
217,1,2026-06-17 00:21:54+00:00,13.78,13.64,13.78,13.78,93.0,1021.0,2.06,43,75,10000,Clouds,broken clouds,
218,2,2026-06-17 00:21:55+00:00,23.92,24.61,23.92,23.92,86.0,1018.0,4.77,187,92,10000,Rain,light rain,
219,3,2026-06-17 00:21:56+00:00,17.56,17.28,17.56,17.56,73.0,1016.0,1.45,162,18,10000,Clouds,few clouds,
220,4,2026-06-17 00:21:57+00:00,21.47,22.15,21.47,21.47,95.0,1018.0,2.39,167,54,10000,Rain,light rain,
221,1,2026-06-17 06:19:09+00:00,16.83,16.63,16.83,16.83,79.0,1022.0,2.04,161,97,10000,Clouds,overcast clouds,
222,2,2026-06-17 06:19:10+00:00,25.54,26.19,25.54,25.54,78.0,1020.0,6.3,194,100,10000,Rain,light rain,
223,3,2026-06-17 06:19:11+00:00,24.63,24.53,24.63,24.63,53.0,1017.0,2.41,141,13,10000,Clouds,few clouds,
224,4,2026-06-17 06:19:12+00:00,25.27,25.94,25.27,25.27,80.0,1020.0,3.77,166,94,10000,Clouds,overcast clouds,
225,1,2026-06-17 11:48:33+00:00,20.14,19.78,20.14,20.14,60.0,1018.0,4.19,125,100,10000,Clouds,overcast clouds,
226,2,2026-06-17 11:53:58+00:00,27.49,29.4,27.49,27.49,67.0,1016.0,7.5,177,85,10000,Clouds,overcast clouds,
227,3,2026-06-17 11:53:59+00:00,27.63,27.41,27.63,27.63,41.0,1013.0,4.53,178,55,10000,Clouds,broken clouds,
228,4,2026-06-17 11:54:01+00:00,29.0,30.17,29.0,29.0,54.0,1017.0,4.85,157,68,10000,Rain,light rain,
229,1,2026-06-17 15:43:30+00:00,17.59,17.31,17.59,17.59,73.0,1019.0,2.21,119,100,10000,Clouds,overcast clouds,
230,2,2026-06-17 15:46:04+00:00,25.16,25.77,25.16,25.16,78.0,1017.0,6.17,177,68,10000,Clouds,broken clouds,
231,3,2026-06-17 15:46:05+00:00,21.21,21.14,21.21,21.21,67.0,1015.0,2.41,180,38,10000,Clouds,scattered clouds,
232,4,2026-06-17 15:46:07+00:00,23.85,24.3,23.85,23.85,77.0,1018.0,2.65,156,74,10000,Clouds,broken clouds,
233,1,2026-06-17 18:15:42+00:00,17.05,16.8,17.05,17.05,76.0,1021.0,2.25,76,100,10000,Clouds,overcast clouds,
234,2,2026-06-17 18:19:00+00:00,23.41,24.05,23.41,23.41,86.0,1019.0,3.5,181,70,10000,Clouds,broken clouds,
235,3,2026-06-17 18:19:01+00:00,18.2,18.22,18.2,18.2,82.0,1017.0,1.14,176,67,10000,Clouds,broken clouds,
236,4,2026-06-17 18:19:02+00:00,21.49,22.1,21.49,21.49,92.0,1019.0,2.81,149,82,10000,Clouds,broken clouds,
237,1,2026-06-17 21:12:57+00:00,15.09,14.77,15.09,15.09,81.0,1021.0,1.2,69,98,10000,Clouds,overcast clouds,
238,2,2026-06-17 21:12:58+00:00,24.57,25.22,24.57,24.57,82.0,1018.0,5.7,180,11,10000,Clouds,few clouds,
239,3,2026-06-17 21:12:59+00:00,18.89,18.74,18.89,18.89,73.0,1016.0,1.5,194,77,10000,Clouds,broken clouds,
240,4,2026-06-17 21:13:00+00:00,22.31,22.87,22.31,22.31,87.0,1019.0,2.81,171,36,10000,Clouds,scattered clouds,
241,1,2026-06-17 23:42:40+00:00,13.18,12.85,13.18,13.18,88.0,1020.0,0.95,67,99,10000,Clouds,overcast clouds,
242,2,2026-06-17 23:42:41+00:00,24.1,24.73,24.1,24.1,83.0,1017.0,5.06,182,10,10000,Clear,clear sky,
243,3,2026-06-17 23:42:43+00:00,18.4,18.25,18.4,18.4,75.0,1015.0,1.12,115,79,10000,Clouds,broken clouds,
244,4,2026-06-17 23:42:44+00:00,21.34,21.98,21.34,21.34,94.0,1017.0,2.5,186,41,10000,Rain,light rain,
245,1,2026-06-18 04:25:19+00:00,13.64,13.49,13.64,13.64,93.0,1021.0,1.04,54,99,10000,Clouds,overcast clouds,
246,2,2026-06-18 04:25:21+00:00,23.86,24.44,23.86,23.86,82.0,1018.0,5.17,183,7,10000,Rain,light rain,
247,3,2026-06-18 04:25:22+00:00,18.02,17.94,18.02,18.02,79.0,1016.0,0.91,166,94,10000,Clouds,overcast clouds,
248,4,2026-06-18 04:25:24+00:00,20.89,21.44,20.89,20.89,92.0,1018.0,2.63,201,14,10000,Clouds,few clouds,
249,1,2026-06-18 09:19:30+00:00,21.23,20.87,21.23,21.23,56.0,1018.0,2.48,134,99,10000,Clouds,overcast clouds,
250,2,2026-06-18 09:19:31+00:00,27.21,28.85,27.21,27.21,66.0,1017.0,7.41,179,20,10000,Rain,light rain,
251,3,2026-06-18 09:19:32+00:00,29.26,28.6,29.26,29.26,37.0,1013.0,2.7,160,97,10000,Clouds,overcast clouds,
252,4,2026-06-18 09:19:33+00:00,28.67,29.58,28.67,28.67,53.0,1018.0,5.34,163,2,10000,Clear,clear sky,
253,1,2026-06-18 13:31:28+00:00,20.19,19.88,20.19,20.19,62.0,1015.0,3.25,118,95,10000,Clouds,overcast clouds,
254,2,2026-06-18 13:31:29+00:00,26.21,26.21,26.21,26.21,71.0,1015.0,7.69,179,34,10000,Rain,light rain,
255,3,2026-06-18 13:31:30+00:00,25.78,25.75,25.78,25.78,51.0,1011.0,3.7,166,97,10000,Clouds,overcast clouds,
256,4,2026-06-18 13:31:31+00:00,26.27,26.27,26.27,26.27,62.0,1015.0,4.83,154,34,10000,Clouds,scattered clouds,
257,1,2026-06-18 17:17:40+00:00,16.92,16.78,16.92,16.92,81.0,1017.0,2.97,88,96,10000,Clouds,overcast clouds,
258,2,2026-06-18 17:17:42+00:00,25.03,25.57,25.03,25.03,76.0,1016.0,7.09,172,18,10000,Clouds,few clouds,
259,3,2026-06-18 17:17:43+00:00,20.01,20.08,20.01,20.01,77.0,1013.0,1.65,186,85,10000,Clouds,overcast clouds,
260,4,2026-06-18 17:17:45+00:00,22.95,23.39,22.95,22.95,80.0,1017.0,2.72,148,17,10000,Clouds,few clouds,
261,1,2026-06-18 20:27:02+00:00,14.54,14.45,14.54,14.54,92.0,1019.0,0.67,84,30,10000,Clouds,scattered clouds,
262,2,2026-06-18 20:31:35+00:00,24.41,24.97,24.41,24.41,79.0,1016.0,6.19,180,9,10000,Clear,clear sky,
263,3,2026-06-18 20:31:37+00:00,18.79,18.87,18.79,18.79,82.0,1014.0,1.35,226,51,10000,Clouds,broken clouds,
264,4,2026-06-18 20:31:39+00:00,21.83,22.31,21.83,21.83,86.0,1016.0,2.79,169,1,10000,Clear,clear sky,
265,1,2026-06-18 22:58:08+00:00,14.41,14.33,14.41,14.41,93.0,1017.0,0.84,70,52,10000,Clouds,broken clouds,
266,2,2026-06-18 22:58:09+00:00,24.09,24.64,24.09,24.09,80.0,1015.0,6.0,180,7,10000,Clear,clear sky,
267,3,2026-06-18 22:54:40+00:00,17.97,17.99,17.97,17.97,83.0,1013.0,1.03,246,44,10000,Clouds,scattered clouds,
268,4,2026-06-18 22:58:12+00:00,21.58,22.04,21.58,21.58,86.0,1015.0,2.85,170,0,10000,Clear,clear sky,
269,1,2026-06-19 01:49:05+00:00,13.88,13.75,13.88,13.88,93.0,1017.0,1.97,65,85,10000,Clouds,overcast clouds,
270,2,2026-06-19 01:48:15+00:00,24.23,24.77,24.23,24.23,79.0,1015.0,5.51,174,6,10000,Clear,clear sky,
271,3,2026-06-19 01:49:07+00:00,16.55,16.61,16.55,16.55,90.0,1013.0,0.63,358,81,10000,Clouds,broken clouds,
272,4,2026-06-19 01:45:36+00:00,21.13,21.6,21.13,21.13,88.0,1015.0,2.35,192,0,10000,Clear,clear sky,
273,1,2026-06-19 07:05:11+00:00,18.48,18.21,18.48,18.48,70.0,1018.0,1.1,121,74,10000,Clouds,broken clouds,
274,2,2026-06-19 07:13:28+00:00,26.61,26.61,26.61,26.61,69.0,1017.0,7.16,179,21,10000,Clouds,few clouds,
275,3,2026-06-19 07:13:30+00:00,25.41,25.36,25.41,25.41,52.0,1014.0,1.41,194,35,10000,Clouds,scattered clouds,
276,4,2026-06-19 07:13:31+00:00,27.42,28.63,27.42,27.42,60.0,1018.0,4.22,154,13,10000,Clouds,few clouds,
277,1,2026-06-19 12:12:13+00:00,22.48,22.17,22.48,22.48,53.0,1014.0,3.48,127,69,10000,Clouds,broken clouds,
278,2,2026-06-19 12:12:14+00:00,27.19,28.82,27.19,27.19,66.0,1014.0,7.71,179,14,10000,Clouds,few clouds,
279,3,2026-06-19 12:12:15+00:00,26.82,27.09,26.82,26.82,47.0,1010.0,4.14,177,51,10000,Clouds,broken clouds,
280,4,2026-06-19 12:12:17+00:00,28.68,29.37,28.68,28.68,51.0,1015.0,5.62,161,7,10000,Clear,clear sky,
281,1,2026-06-19 16:09:35+00:00,17.05,17.0,17.05,17.05,84.0,1017.0,3.15,88,99,10000,Clouds,overcast clouds,
282,2,2026-06-19 16:09:36+00:00,25.02,25.64,25.02,25.02,79.0,1015.0,6.17,176,45,10000,Clouds,scattered clouds,
283,3,2026-06-19 16:09:37+00:00,20.78,20.85,20.78,20.78,74.0,1012.0,1.8,156,56,10000,Rain,light rain,
284,4,2026-06-19 16:09:38+00:00,24.1,24.55,24.1,24.1,76.0,1016.0,3.94,140,21,10000,Clouds,few clouds,
285,1,2026-06-19 18:59:58+00:00,15.95,15.92,15.95,15.95,89.0,1019.0,2.18,70,95,10000,Clouds,overcast clouds,
286,2,2026-06-19 18:59:59+00:00,24.86,25.49,24.86,24.86,80.0,1016.0,6.92,173,11,10000,Clouds,few clouds,
287,3,2026-06-19 19:00:00+00:00,19.03,19.1,19.03,19.03,81.0,1013.0,1.72,196,26,10000,Clouds,scattered clouds,
288,4,2026-06-19 19:00:01+00:00,22.85,23.31,22.85,22.85,81.0,1017.0,3.29,156,0,10000,Clear,clear sky,
289,1,2026-06-19 20:42:13+00:00,14.82,14.79,14.82,14.82,93.0,1019.0,1.99,76,92,10000,Clouds,overcast clouds,
290,2,2026-06-19 20:42:02+00:00,24.44,25.05,24.44,24.44,81.0,1016.0,6.28,177,24,10000,Clouds,few clouds,
291,3,2026-06-19 20:42:54+00:00,19.08,19.18,19.08,19.08,82.0,1013.0,1.81,177,28,10000,Clouds,scattered clouds,
292,4,2026-06-19 20:42:56+00:00,22.63,23.09,22.63,22.63,82.0,1017.0,3.3,155,0,10000,Clear,clear sky,
293,1,2026-06-19 22:02:54+00:00,14.76,14.75,14.76,14.76,94.0,1018.0,1.71,73,90,10000,Clouds,overcast clouds,
294,2,2026-06-19 22:08:26+00:00,24.11,24.74,24.11,24.11,83.0,1016.0,6.11,176,28,10000,Rain,light rain,
295,3,2026-06-19 22:08:28+00:00,19.24,19.36,19.24,19.24,82.0,1013.0,1.53,170,30,10000,Clouds,scattered clouds,
296,4,2026-06-19 22:08:29+00:00,22.46,22.93,22.46,22.46,83.0,1017.0,3.27,159,0,10000,Clear,clear sky,
297,1,2026-06-20 00:14:00+00:00,14.82,14.79,14.82,14.82,93.0,1018.0,1.17,100,92,10000,Clouds,overcast clouds,
298,2,2026-06-20 00:14:02+00:00,23.65,24.29,23.65,23.65,85.0,1015.0,5.64,180,39,10000,Rain,light rain,
299,3,2026-06-20 00:14:03+00:00,20.53,20.65,20.53,20.53,77.0,1012.0,1.87,144,53,10000,Clouds,broken clouds,
300,4,2026-06-20 00:14:05+00:00,21.34,21.98,21.34,21.34,94.0,1016.0,2.55,195,2,10000,Clear,clear sky,
301,1,2026-06-20 05:19:39+00:00,15.02,14.98,15.02,15.02,92.0,1020.0,1.89,121,97,10000,Clouds,overcast clouds,
302,2,2026-06-20 05:19:40+00:00,24.87,25.48,24.87,24.87,79.0,1017.0,6.9,193,54,10000,Rain,light rain,
303,3,2026-06-20 05:19:41+00:00,20.44,20.73,20.44,20.44,84.0,1014.0,1.47,178,98,10000,Clouds,overcast clouds,
304,4,2026-06-20 05:19:42+00:00,22.91,23.45,22.91,22.91,84.0,1019.0,3.88,186,45,10000,Rain,light rain,
305,1,2026-06-20 12:53:46+00:00,21.67,21.33,21.67,21.67,55.0,1015.0,3.74,122,63,10000,Clouds,broken clouds,
306,2,2026-06-20 12:53:48+00:00,27.04,28.51,27.04,27.04,65.0,1015.0,8.18,178,61,10000,Rain,light rain,
307,3,2026-06-20 12:53:49+00:00,27.32,27.34,27.32,27.32,44.0,1011.0,4.1,175,100,10000,Clouds,overcast clouds,
308,4,2026-06-20 12:49:22+00:00,27.21,27.9,27.21,27.21,54.0,1016.0,6.6,153,51,10000,Clouds,broken clouds,
309,9,2026-06-20 12:53:51+00:00,26.72,27.5,26.72,26.72,56.0,1010.0,2.27,244,98,10000,Clouds,overcast clouds,
310,10,2026-06-20 12:53:53+00:00,25.94,25.53,25.94,25.94,36.0,1015.0,5.11,95,95,10000,Clouds,overcast clouds,
311,11,2026-06-20 12:53:55+00:00,20.99,20.63,20.99,20.99,57.0,1017.0,3.99,138,95,10000,Clouds,overcast clouds,
312,12,2026-06-20 12:53:56+00:00,21.65,21.52,21.65,21.65,63.0,1014.0,0.84,258,98,10000,Clouds,overcast clouds,
313,13,2026-06-20 12:53:58+00:00,27.74,28.69,27.74,27.74,56.0,1013.0,3.55,167,93,10000,Clouds,overcast clouds,
314,14,2026-06-20 12:53:59+00:00,35.87,35.73,35.87,35.87,29.0,1006.0,1.69,100,100,10000,Clouds,overcast clouds,
315,15,2026-06-20 12:54:01+00:00,24.35,23.55,24.35,24.35,27.0,1010.0,2.71,116,99,10000,Clouds,overcast clouds,
316,16,2026-06-20 12:54:03+00:00,31.22,29.96,31.22,31.22,30.0,1009.0,2.61,101,99,10000,Clouds,overcast clouds,
317,17,2026-06-20 12:54:04+00:00,26.74,28.64,26.74,26.74,73.0,1014.0,7.14,198,84,10000,Clouds,broken clouds,
318,18,2026-06-20 12:54:06+00:00,33.33,39.63,33.33,33.33,58.0,1004.0,4.31,50,19,10000,Clouds,few clouds,
319,19,2026-06-20 12:54:07+00:00,24.92,23.91,24.92,24.92,17.0,1012.0,4.14,44,1,10000,Clear,clear sky,
320,20,2026-06-20 12:54:08+00:00,34.19,34.77,34.19,34.19,36.0,1008.0,1.23,98,46,10000,Clouds,scattered clouds,
321,21,2026-06-20 12:54:10+00:00,27.34,26.36,27.34,27.34,22.0,1013.0,3.48,112,20,10000,Clouds,few clouds,
322,22,2026-06-20 12:54:12+00:00,22.77,22.75,22.77,22.77,63.0,1013.0,1.91,151,78,10000,Clouds,broken clouds,
323,23,2026-06-20 12:54:13+00:00,34.74,35.41,34.74,34.74,35.0,1009.0,1.48,119,84,10000,Clouds,broken clouds,
324,24,2026-06-20 12:54:15+00:00,24.78,25.61,24.78,24.78,88.0,1011.0,0.87,358,70,10000,Rain,moderate rain,
325,25,2026-06-20 12:54:16+00:00,28.28,31.98,28.28,28.28,75.0,1010.0,3.49,211,100,10000,Rain,light rain,
326,26,2026-06-20 12:54:18+00:00,33.15,34.96,33.15,33.15,44.0,1008.0,1.98,149,71,10000,Clouds,broken clouds,
327,27,2026-06-20 12:54:20+00:00,40.99,40.13,40.99,40.99,18.0,1005.0,4.42,105,100,10000,Clouds,overcast clouds,
328,28,2026-06-20 12:54:21+00:00,26.67,28.31,26.67,26.67,70.0,1011.0,3.8,226,91,10000,Clouds,overcast clouds,
329,29,2026-06-20 12:54:23+00:00,27.05,30.25,27.05,27.05,84.0,1011.0,2.58,242,91,10000,Rain,light rain,
330,1,2026-06-20 15:01:08+00:00,18.5,18.26,18.5,18.5,71.0,1017.0,3.49,129,85,10000,Clouds,overcast clouds,
331,2,2026-06-20 15:04:49+00:00,25.58,26.1,25.58,25.58,73.0,1016.0,8.26,180,67,10000,Clouds,broken clouds,
332,3,2026-06-20 15:04:50+00:00,24.54,24.54,24.54,24.54,57.0,1011.0,3.52,181,100,10000,Clouds,overcast clouds,
333,4,2026-06-20 15:04:52+00:00,24.74,25.02,24.74,24.74,67.0,1017.0,5.05,146,29,10000,Clouds,scattered clouds,
334,9,2026-06-20 15:04:54+00:00,24.45,24.78,24.45,24.45,70.0,1011.0,1.87,191,88,10000,Rain,light rain,
335,10,2026-06-20 15:04:55+00:00,21.94,21.47,21.94,21.94,49.0,1016.0,5.21,100,98,10000,Clouds,overcast clouds,
336,11,2026-06-20 15:04:57+00:00,19.05,18.76,19.05,19.05,67.0,1018.0,3.93,138,86,10000,Clouds,overcast clouds,
337,12,2026-06-20 15:04:58+00:00,19.91,19.73,19.91,19.91,68.0,1014.0,0.56,257,99,10000,Clouds,overcast clouds,
338,13,2026-06-20 15:05:00+00:00,25.62,25.96,25.62,25.62,66.0,1014.0,2.05,155,86,10000,Clouds,overcast clouds,
339,14,2026-06-20 15:05:02+00:00,32.89,33.01,32.89,32.89,37.0,1006.0,1.17,278,90,10000,Clouds,overcast clouds,
340,15,2026-06-20 15:05:03+00:00,21.42,20.51,21.42,21.42,34.0,1012.0,3.91,97,99,10000,Clouds,overcast clouds,
341,16,2026-06-20 15:05:05+00:00,27.59,27.51,27.59,27.59,43.0,1010.0,2.66,146,94,10000,Clouds,overcast clouds,
342,17,2026-06-20 15:05:06+00:00,25.8,26.47,25.8,25.8,78.0,1015.0,6.24,198,95,10000,Clouds,overcast clouds,
343,18,2026-06-20 15:05:08+00:00,31.91,38.43,31.91,31.91,65.0,1005.0,3.84,45,73,10000,Clouds,broken clouds,
344,19,2026-06-20 15:05:09+00:00,23.29,22.22,23.29,23.29,21.0,1012.0,3.37,53,0,10000,Clear,clear sky,
345,20,2026-06-20 15:05:11+00:00,33.57,33.82,33.57,33.57,36.0,1007.0,0.76,304,20,10000,Clouds,few clouds,
346,21,2026-06-20 15:05:12+00:00,24.97,24.25,24.97,24.97,28.0,1014.0,2.66,118,14,10000,Clouds,few clouds,
347,22,2026-06-20 15:01:20+00:00,21.78,21.82,21.78,21.78,69.0,1014.0,1.07,128,82,10000,Clouds,broken clouds,
348,23,2026-06-20 15:05:15+00:00,34.58,34.7,34.58,34.58,33.0,1007.0,1.2,302,33,10000,Clouds,scattered clouds,
349,24,2026-06-20 15:05:16+00:00,24.15,25.02,24.15,24.15,92.0,1010.0,0.83,19,83,10000,Rain,moderate rain,
350,25,2026-06-20 15:05:18+00:00,27.34,30.51,27.34,27.34,80.0,1010.0,3.34,216,100,10000,Rain,light rain,
351,26,2026-06-20 15:05:20+00:00,33.23,34.61,33.23,33.23,42.0,1006.0,1.55,150,64,10000,Clouds,broken clouds,
352,27,2026-06-20 15:05:21+00:00,41.23,40.12,41.23,41.23,17.0,1004.0,4.53,103,83,10000,Clouds,broken clouds,
353,28,2026-06-20 15:05:23+00:00,26.52,26.52,26.52,26.52,72.0,1010.0,3.54,238,93,10000,Clouds,overcast clouds,
354,29,2026-06-20 15:05:24+00:00,26.85,29.76,26.85,26.85,84.0,1011.0,3.44,235,93,10000,Rain,moderate rain,
355,1,2026-06-20 17:38:53+00:00,16.52,16.39,16.52,16.52,83.0,1019.0,3.77,92,88,10000,Rain,light rain,
356,2,2026-06-20 17:38:55+00:00,24.69,25.25,24.69,24.69,78.0,1018.0,8.6,166,80,10000,Rain,light rain,
357,3,2026-06-20 17:38:56+00:00,19.3,19.43,19.3,19.3,82.0,1013.0,1.69,207,100,10000,Clouds,overcast clouds,
358,4,2026-06-20 17:38:57+00:00,22.99,23.3,22.99,22.99,75.0,1018.0,3.94,148,24,10000,Clouds,few clouds,
359,9,2026-06-20 17:38:58+00:00,20.81,20.96,20.81,20.81,77.0,1014.0,0.74,228,64,10000,Rain,light rain,
360,10,2026-06-20 17:38:59+00:00,17.98,17.48,17.98,17.98,63.0,1019.0,5.14,97,73,10000,Clouds,broken clouds,
361,11,2026-06-20 17:39:00+00:00,16.7,16.51,16.7,16.7,80.0,1020.0,3.03,104,86,10000,Clouds,overcast clouds,
362,12,2026-06-20 17:39:02+00:00,17.96,17.72,17.96,17.96,73.0,1016.0,1.04,298,92,10000,Clouds,overcast clouds,
363,13,2026-06-20 17:39:03+00:00,24.49,24.64,24.49,24.49,63.0,1015.0,0.85,132,82,10000,Clouds,broken clouds,
364,14,2026-06-20 17:39:04+00:00,28.68,29.04,28.68,28.68,48.0,1009.0,1.09,184,81,10000,Rain,light rain,
365,15,2026-06-20 17:39:05+00:00,17.34,16.49,17.34,17.34,52.0,1016.0,2.19,84,85,10000,Clouds,overcast clouds,
366,16,2026-06-20 17:39:06+00:00,24.27,24.24,24.27,24.27,57.0,1013.0,7.83,161,97,10000,Clouds,overcast clouds,
367,17,2026-06-20 17:39:07+00:00,25.3,25.97,25.3,25.3,80.0,1016.0,4.5,192,98,10000,Clouds,overcast clouds,
368,18,2026-06-20 17:39:09+00:00,30.62,37.45,30.62,30.62,73.0,1007.0,2.89,40,70,10000,Clouds,broken clouds,
369,19,2026-06-20 17:39:10+00:00,21.03,19.89,21.03,21.03,27.0,1014.0,1.94,25,12,10000,Clouds,few clouds,
370,20,2026-06-20 17:39:11+00:00,27.76,28.19,27.76,27.76,50.0,1008.0,2.05,275,15,10000,Clouds,few clouds,
371,21,2026-06-20 17:39:12+00:00,17.16,16.0,17.16,17.16,41.0,1017.0,2.0,146,61,10000,Clouds,broken clouds,
372,22,2026-06-20 17:39:13+00:00,18.35,18.23,18.35,18.35,76.0,1017.0,1.88,102,88,10000,Clouds,overcast clouds,
373,23,2026-06-20 17:39:14+00:00,29.95,30.25,29.95,29.95,45.0,1008.0,2.13,293,15,10000,Clouds,few clouds,
374,24,2026-06-20 17:39:16+00:00,20.76,21.45,20.76,20.76,98.0,1011.0,1.25,263,90,10000,Rain,light rain,
375,25,2026-06-20 17:39:17+00:00,24.45,25.38,24.45,24.45,93.0,1011.0,2.02,210,100,3363,Rain,moderate rain,
376,26,2026-06-20 17:39:18+00:00,26.54,26.54,26.54,26.54,67.0,1008.0,0.68,146,85,10000,Clouds,overcast clouds,
377,27,2026-06-20 17:39:19+00:00,34.65,34.8,34.65,34.65,33.0,1006.0,6.31,121,95,10000,Rain,light rain,
378,28,2026-06-20 17:39:20+00:00,25.01,25.68,25.01,25.01,81.0,1011.0,3.39,250,92,10000,Clouds,overcast clouds,
379,29,2026-06-20 17:39:22+00:00,25.97,25.97,25.97,25.97,88.0,1011.0,1.94,200,91,5369,Rain,moderate rain,
380,1,2026-06-20 19:43:33+00:00,15.82,15.68,15.82,15.82,85.0,1020.0,2.36,80,100,10000,Clouds,overcast clouds,
381,2,2026-06-20 19:43:35+00:00,24.64,25.22,24.64,24.64,79.0,1018.0,7.57,165,16,10000,Clouds,few clouds,
382,3,2026-06-20 19:43:36+00:00,19.02,19.14,19.02,19.02,83.0,1014.0,1.02,186,100,10000,Clouds,overcast clouds,
383,4,2026-06-20 19:43:37+00:00,22.74,23.03,22.74,22.74,75.0,1019.0,3.81,151,39,10000,Clouds,scattered clouds,
384,9,2026-06-20 19:43:38+00:00,19.85,19.95,19.85,19.85,79.0,1015.0,1.9,108,29,10000,Clouds,scattered clouds,
385,10,2026-06-20 19:43:39+00:00,17.39,16.8,17.39,17.39,62.0,1020.0,5.09,93,14,10000,Clouds,few clouds,
386,11,2026-06-20 19:43:40+00:00,15.63,15.55,15.63,15.63,88.0,1021.0,2.64,93,81,10000,Clouds,broken clouds,
387,12,2026-06-20 19:43:41+00:00,16.71,16.45,16.71,16.71,77.0,1017.0,1.22,305,61,10000,Clouds,broken clouds,
388,13,2026-06-20 19:43:42+00:00,24.3,24.35,24.3,24.3,60.0,1015.0,0.49,38,89,10000,Clouds,overcast clouds,
389,14,2026-06-20 19:43:43+00:00,26.28,26.28,26.28,26.28,59.0,1010.0,2.5,196,91,10000,Clouds,overcast clouds,
390,15,2026-06-20 19:43:44+00:00,15.81,15.04,15.81,15.81,61.0,1017.0,1.52,57,91,10000,Clouds,overcast clouds,
391,16,2026-06-20 19:43:46+00:00,22.89,22.85,22.89,22.89,62.0,1014.0,7.25,161,93,10000,Clouds,overcast clouds,
392,17,2026-06-20 19:43:47+00:00,25.25,25.89,25.25,25.25,79.0,1016.0,4.4,206,91,10000,Clouds,overcast clouds,
393,18,2026-06-20 19:43:48+00:00,30.01,36.86,30.01,30.01,77.0,1008.0,2.37,111,26,10000,Clouds,scattered clouds,
394,19,2026-06-20 19:43:49+00:00,19.67,18.45,19.67,19.67,29.0,1015.0,1.48,33,4,10000,Clear,clear sky,
395,20,2026-06-20 19:43:50+00:00,26.33,26.33,26.33,26.33,55.0,1010.0,2.64,229,29,10000,Clouds,scattered clouds,
396,21,2026-06-20 19:43:51+00:00,15.2,13.98,15.2,15.2,46.0,1019.0,2.48,135,2,10000,Clear,clear sky,
397,22,2026-06-20 19:43:52+00:00,18.03,17.9,18.03,18.03,77.0,1018.0,1.75,105,77,10000,Clouds,broken clouds,
398,23,2026-06-20 19:43:53+00:00,28.84,29.34,28.84,28.84,49.0,1010.0,2.83,235,38,10000,Clouds,scattered clouds,
399,24,2026-06-20 19:43:54+00:00,20.29,20.96,20.29,20.29,99.0,1013.0,1.18,254,100,10000,Clouds,overcast clouds,
400,25,2026-06-20 19:43:55+00:00,24.03,24.97,24.03,24.03,95.0,1012.0,2.23,222,100,10000,Rain,moderate rain,
401,26,2026-06-20 19:43:56+00:00,24.65,25.23,24.65,24.65,79.0,1010.0,1.64,176,58,10000,Rain,light rain,
402,27,2026-06-20 19:43:58+00:00,27.4,28.78,27.4,27.4,62.0,1010.0,8.78,179,100,10000,Clouds,overcast clouds,
